# secret s0 s1 first_cycle (fixed 8-shift LFSR, merged)
86 f7 71 2
77 f3 84 19460
f9 98 61 19483
a7 6d ca 19506
a5 a3 06 19529
57 e2 b5 19552
44 1b 5f 19575
d4 f5 21 19598
66 5c 3a 19621
86 46 c0 19644
0f d2 dd 19667
80 a1 21 19690
81 86 07 19713
fd 26 db 19736
07 1a 1d 19759
8b f7 7c 19782
66 12 74 19805
ad d9 74 19828
35 30 05 19851
7c b6 ca 19874
ec 35 d9 19897
83 03 80 19920
3a 8a b0 19943
c1 70 b1 19966
65 22 47 19989
e4 b5 51 20012
89 46 cf 20035
9a 7e e4 20058
b4 50 e4 20081
6a 66 0c 20104
98 00 98 20127
5f ee b1 20150
c1 5a 9b 20173
f9 16 ef 20196
df e6 39 20219
3a 6f 55 20242
92 b0 22 20265
85 14 91 20288
52 8d df 20311
aa fd 57 20334
3e cd f3 20357
7c d8 a4 20380
a2 d7 75 20403
a7 17 b0 20426
41 71 30 20449
50 c4 94 20472
87 f7 70 20495
75 b4 c1 20518
93 cb 58 20541
21 8a ab 20564
b0 48 f8 20587
6c 5f 33 20610
bf 7b c4 20633
d7 34 e3 20656
1a ce d4 20679
42 b2 f0 20702
17 a7 b0 20725
99 b5 2c 20748
ba 71 cb 20771
6f 1b 74 20794
eb c4 2f 20817
4e e7 a9 20840
02 5d 5f 20863
69 96 ff 20886
d0 78 a8 20909
3b 16 2d 20932
0e 94 9a 20955
0d 46 4b 20978
a3 5b f8 21001
10 da ca 21024
de a8 76 21047
57 2a 7d 21070
9b 34 af 21093
aa c4 6e 21116
d9 1b c2 21139
fc 4f b3 21162
06 f7 f1 21185
ad 89 24 21208
bf 52 ed 21231
6f bb d4 21254
39 59 60 21277
83 a4 27 21300
76 f9 8f 21323
cc e2 2e 21346
80 92 12 21369
1c cc d0 21392
85 f4 71 21415
e3 c5 26 21438
16 b7 a1 21461
4e d8 96 21484
23 5f 7c 21507
75 7c 09 21530
7a 4f 35 21553
db b4 6f 21576
bd 0b b6 21599
5d a4 f9 21622
83 05 86 21645
1a ce d4 21668
c5 ea 2f 21691
2d 3f 12 21714
53 79 2a 21737
18 e9 f1 21760
c2 53 91 21783
20 5f 7f 21806
12 27 35 21829
3e 4a 74 21852
da 9a 40 21875
b0 f2 42 21898
ea 42 a8 21921
d6 63 b5 21944
b0 a4 14 21967
61 07 66 21990
9a 29 b3 22013
08 8a 82 22036
5d 92 cf 22059
d3 15 c6 22082
dc 84 58 22105
56 90 c6 22128
40 ac ec 22151
4f 32 7d 22174
6d 21 4c 22197
0f 6a 65 22220
88 b0 38 22243
cd 6f a2 22266
f8 b9 41 22289
63 67 04 22312
47 00 47 22335
2e c1 ef 22358
3e e9 d7 22381
7a e3 99 22404
7f 02 7d 22427
fa 40 ba 22450
75 88 fd 22473
86 72 f4 22496
11 d4 c5 22519
6d 2c 41 22542
64 05 61 22565
71 e6 97 22588
f8 87 7f 22611
7c 8a f6 22634
4f 6c 23 22657
5b 64 3f 22680
9f 74 eb 22703
77 98 ef 22726
39 78 41 22749
36 5b 6d 22772
5d 0d 50 22795
41 f4 b5 22818
51 90 c1 22841
75 6d 18 22864
79 1e 67 22887
95 c7 52 22910
a2 5d ff 22933
0a fb f1 22956
8a 94 1e 22979
8e 6a e4 23002
40 a2 e2 23025
a9 57 fe 23048
9a d2 48 23071
fd 3d c0 23094
a6 72 d4 23117
14 3d 29 23140
71 cc bd 23163
51 16 47 23186
58 76 2e 23209
82 46 c4 23232
52 0d 5f 23255
35 26 13 23278
57 56 01 23301
49 cf 86 23324
2e 3a 14 23347
b5 d3 66 23370
45 64 21 23393
1e ec f2 23416
4c b7 fb 23439
20 c7 e7 23462
31 e9 d8 23485
fb 31 ca 23508
d8 7e a6 23531
f7 25 d2 23554
36 dd eb 23577
6b 2a 41 23600
89 53 da 23623
b9 2c 95 23646
97 59 ce 23669
96 28 be 23692
51 61 30 23715
f4 38 cc 23738
95 8c 19 23761
f3 6b 98 23784
c0 ea 2a 23807
78 76 0e 23830
41 1e 5f 23853
0d 82 8f 23876
a9 07 ae 23899
38 f2 ca 23922
fc d2 2e 23945
b1 45 f4 23968
1d 38 25 23991
db 21 fa 24014
9a 33 a9 24037
c5 d6 13 24060
f0 f6 06 24083
99 d8 41 24106
d6 51 87 24129
9e 3d a3 24152
e7 e8 0f 24175
a0 19 b9 24198
05 42 47 24221
5c 3b 67 24244
37 3e 09 24267
fb 19 e2 24290
2a 1e 34 24313
56 ca 9c 24336
33 89 ba 24359
23 e5 c6 24382
40 2a 6a 24405
04 aa ae 24428
79 0c 75 24451
a5 d0 75 24474
73 52 21 24497
f2 e0 12 24520
25 ce eb 24543
a1 5b fa 24566
0d 3f 32 24589
a6 c6 60 24612
40 8d cd 24635
ea 88 62 24658
59 24 7d 24681
ab d3 78 24704
4c da 96 24727
a9 a2 0b 24750
7e 84 fa 24773
ef 75 9a 24796
37 99 ae 24819
30 1a 2a 24842
06 19 1f 24865
b6 6b dd 24888
b8 50 e8 24911
8e 3d b3 24934
85 43 c6 24957
eb b0 5b 24980
07 ad aa 25003
ce 33 fd 25026
de 2f f1 25049
ac f1 5d 25072
7c 09 75 25095
ac 30 9c 25118
7a 98 e2 25141
e2 ed 0f 25164
84 7a fe 25187
c5 bc 79 25210
36 f9 cf 25233
90 23 b3 25256
fc d5 29 25279
33 d5 e6 25302
78 3b 43 25325
ae 1b b5 25348
38 25 1d 25371
f7 59 ae 25394
bf 58 e7 25417
32 f5 c7 25440
15 a7 b2 25463
70 78 08 25486
b4 a0 14 25509
86 e9 6f 25532
1c 10 0c 25555
f4 81 75 25578
81 7b fa 25601
15 14 01 25624
3a 3b 01 25647
b1 9a 2b 25670
f8 c4 3c 25693
ac f7 5b 25716
2a f5 df 25739
02 f8 fa 25762
94 c1 55 25785
c6 6f a9 25808
7f 6f 10 25831
4b 67 2c 25854
1c 77 6b 25877
55 01 54 25900
76 f9 8f 25923
55 9c c9 25946
ef 2f c0 25969
d3 87 54 25992
4b 94 df 26015
cb dd 16 26038
f4 45 b1 26061
17 6b 7c 26084
2f 56 79 26107
32 26 14 26130
51 1a 4b 26153
6d 39 54 26176
66 3d 5b 26199
d2 15 c7 26222
0b 78 73 26245
27 b0 97 26268
bf 6f d0 26291
7a 36 4c 26314
af 78 d7 26337
1f c4 db 26360
b8 17 af 26383
47 34 73 26406
d9 d4 0d 26429
94 c2 56 26452
a9 44 ed 26475
8d 18 95 26498
5c e3 bf 26521
62 c5 a7 26544
86 63 e5 26567
74 27 53 26590
0c 00 0c 26613
f3 10 e3 26636
82 bd 3f 26659
50 23 73 26682
75 7e 0b 26705
f9 b9 40 26728
62 9b f9 26751
ab 63 c8 26774
ea cc 26 26797
d8 2e f6 26820
df ec 33 26843
e0 8a 6a 26866
22 d7 f5 26889
e1 bc 5d 26912
f5 c8 3d 26935
f3 e2 11 26958
d4 b3 67 26981
4a 2a 60 27004
0d 5c 51 27027
e5 1a ff 27050
67 d3 b4 27073
71 b3 c2 27096
ff ab 54 27119
98 9e 06 27142
1f 0e 11 27165
34 b7 83 27188
a3 dd 7e 27211
4e 0e 40 27234
4c 32 7e 27257
ff 3f c0 27280
b2 16 a4 27303
94 49 dd 27326
90 6f ff 27349
74 94 e0 27372
b0 b7 07 27395
57 92 c5 27418
76 a1 d7 27441
c1 d1 10 27464
7d 96 eb 27487
48 2d 65 27510
4c ce 82 27533
1e 68 76 27556
86 5a dc 27579
26 ba 9c 27602
fe 50 ae 27625
93 f4 67 27648
21 d7 f6 27671
e1 f4 15 27694
cb 84 4f 27717
ed 83 6e 27740
fa 78 82 27763
87 70 f7 27786
81 72 f3 27809
db be 65 27832
e9 51 b8 27855
13 4d 5e 27878
95 27 b2 27901
db da 01 27924
fc 6d 91 27947
b2 6f dd 27970
6e e8 86 27993
3f c3 fc 28016
5b 52 09 28039
6c 56 3a 28062
af 55 fa 28085
6e 36 58 28108
14 16 02 28131
b0 74 c4 28154
6c ce a2 28177
04 bd b9 28200
c1 a8 69 28223
3d d9 e4 28246
9e b3 2d 28269
d4 e9 3d 28292
17 59 4e 28315
8e 13 9d 28338
ec bc 50 28361
36 53 65 28384
ff 17 e8 28407
87 c0 47 28430
3b 99 a2 28453
da 0a d0 28476
df 45 9a 28499
e1 b4 55 28522
a7 97 30 28545
1b 08 13 28568
a2 f7 55 28591
1a 21 3b 28614
75 99 ec 28637
0f b4 bb 28660
a1 8b 2a 28683
ce f8 36 28706
68 87 ef 28729
79 70 09 28752
8f 36 b9 28775
87 cb 4c 28798
61 f9 98 28821
ae 40 ee 28844
47 f2 b5 28867
7b ac d7 28890
8f cc 43 28913
2d d8 f5 28936
6c cc a0 28959
49 1a 53 28982
27 68 4f 29005
dc b2 6e 29028
7f 94 eb 29051
fc 66 9a 29074
23 c7 e4 29097
f6 7d 8b 29120
09 d4 dd 29143
8c af 23 29166
49 4b 02 29189
46 16 50 29212
21 a4 85 29235
13 b9 aa 29258
1c 42 5e 29281
b6 6c da 29304
d6 96 40 29327
c5 78 bd 29350
eb 70 9b 29373
7d 71 0c 29396
bb 3a 81 29419
7c c2 be 29442
51 76 27 29465
6c 3e 52 29488
96 21 b7 29511
82 94 16 29534
8e a2 2c 29557
36 09 3f 29580
ea 2f c5 29603
92 ef 7d 29626
c5 44 81 29649
3f ef d0 29672
ea d8 32 29695
5a 87 dd 29718
20 72 52 29741
08 70 78 29764
dd b4 69 29787
40 e4 a4 29810
31 1a 2b 29833
3a 68 52 29856
fd 33 ce 29879
cf 5c 93 29902
10 95 85 29925
4a 0d 47 29948
da 3b e1 29971
cc b2 7e 29994
c3 0d ce 30017
b6 a3 15 30040
fc fb 07 30063
09 c4 cd 30086
82 54 d6 30109
d6 32 e4 30132
a5 d3 76 30155
44 0e 4a 30178
c7 4e 89 30201
e8 3d d5 30224
03 c8 cb 30247
94 bc 28 30270
a8 72 da 30293
24 2f 0b 30316
f8 c6 3e 30339
95 f2 67 30362
a9 8f 26 30385
6e 85 eb 30408
76 d8 ae 30431
82 e0 62 30454
a5 c7 62 30477
32 40 72 30500
6b 23 48 30523
8b ed 66 30546
f5 7b 8e 30569
ee 03 ed 30592
6e 4e 20 30615
b3 bf 0c 30638
d8 27 ff 30661
39 80 b9 30684
